日付,施設（本院に合算）コード,DCF施設コード,品目コード,実績
20251225,F094,F094,00003,47
20251228,F094,F094,00004,46
20251222,F094,F094,00004,23
20251217,F094,F094,00005,1
20251205,F094,F094,00005,36
20230420,F095,F095,00002,98
20230430,F095,F095,00002,32
20230417,F095,F095,00003,39
20230413,F095,F095,00003,52
20230423,F095,F095,00004,37
20230407,F095,F095,00004,34
20230427,F095,F095,00005,10
20230417,F095,F095,00005,38
20230506,F095,F095,00002,59
20230513,F095,F095,00002,15
20230518,F095,F095,00003,75
20230506,F095,F095,00003,58
20230530,F095,F095,00004,44
20230518,F095,F095,00004,87
20230528,F095,F095,00005,2
20230531,F095,F095,00005,49
20230604,F095,F095,00002,101
20230628,F095,F095,00002,86
20230614,F095,F095,00003,63
20230627,F095,F095,00003,49
20230620,F095,F095,00004,42
20230614,F095,F095,00004,20
20230602,F095,F095,00005,30
20230625,F095,F095,00005,47
20230701,F095,F095,00002,59
20230731,F095,F095,00002,38
20230726,F095,F095,00003,50
20230710,F095,F095,00003,57
20230725,F095,F095,00004,44
20230728,F095,F095,00004,10
20230707,F095,F095,00005,23
20230729,F095,F095,00005,24
20230820,F095,F095,00002,64
20230809,F095,F095,00002,59
20230811,F095,F095,00003,72
20230830,F095,F095,00003,53
20230814,F095,F095,00004,54
20230814,F095,F095,00004,52
20230820,F095,F095,00005,47
20230802,F095,F095,00005,34
20230903,F095,F095,00002,48
20230927,F095,F095,00002,65
20230913,F095,F095,00003,74
20230929,F095,F095,00003,74
20230928,F095,F095,00004,62
20230901,F095,F095,00004,59
20230913,F095,F095,00005,44
20231027,F095,F095,00002,68
20231005,F095,F095,00002,101
20231026,F095,F095,00003,50
20231029,F095,F095,00003,60
20231010,F095,F095,00004,14
20231016,F095,F095,00004,46
20231029,F095,F095,00005,10
20231022,F095,F095,00005,74
20231103,F095,F095,00002,73
20231122,F095,F095,00002,45
20231108,F095,F095,00003,27
20231103,F095,F095,00003,59
20231111,F095,F095,00004,33
20231129,F095,F095,00004,55
20231129,F095,F095,00005,18
20231214,F095,F095,00002,57
20231203,F095,F095,00002,71
20231219,F095,F095,00003,58
20231201,F095,F095,00003,78
20231222,F095,F095,00004,40
20231221,F095,F095,00004,72
20231219,F095,F095,00005,45
20231223,F095,F095,00005,11
20240114,F095,F095,00002,48
20240122,F095,F095,00002,74
20240127,F095,F095,00003,51
20240109,F095,F095,00003,48
20240106,F095,F095,00004,23
20240114,F095,F095,00004,41
20240113,F095,F095,00005,12
20240121,F095,F095,00005,17
20240201,F095,F095,00002,56
20240213,F095,F095,00002,57
20240219,F095,F095,00003,56
20240212,F095,F095,00003,28
20240207,F095,F095,00004,36
20240203,F095,F095,00004,30
20240228,F095,F095,00005,45
20240228,F095,F095,00005,4
20240331,F095,F095,00002,94
20240303,F095,F095,00002,62
20240331,F095,F095,00003,54
20240323,F095,F095,00003,50
20240319,F095,F095,00004,24
20240331,F095,F095,00004,61
20240329,F095,F095,00005,24
20240329,F095,F095,00005,12
20240408,F095,F095,00002,80
20240425,F095,F095,00002,66
20240415,F095,F095,00003,60
20240415,F095,F095,00003,83
20240408,F095,F095,00004,20
20240420,F095,F095,00004,53
20240407,F095,F095,00005,37
20240425,F095,F095,00005,34
20240507,F095,F095,00002,70
20240519,F095,F095,00002,77
20240513,F095,F095,00003,51
20240518,F095,F095,00003,40
20240512,F095,F095,00004,35
20240509,F095,F095,00004,59
20240518,F095,F095,00005,11
20240510,F095,F095,00005,67
20240603,F095,F095,00002,55
20240607,F095,F095,00002,58
20240628,F095,F095,00003,28
20240609,F095,F095,00003,37
20240628,F095,F095,00004,29
20240617,F095,F095,00004,9
20240606,F095,F095,00005,38
20240611,F095,F095,00005,58
20240723,F095,F095,00002,74
20240707,F095,F095,00002,65
20240702,F095,F095,00003,49
20240728,F095,F095,00003,40
20240724,F095,F095,00004,20
20240717,F095,F095,00004,50
20240702,F095,F095,00005,16
20240724,F095,F095,00005,50
20240816,F095,F095,00002,73
20240813,F095,F095,00002,53
20240806,F095,F095,00003,42
20240802,F095,F095,00003,54
20240831,F095,F095,00004,26
20240810,F095,F095,00004,42
20240802,F095,F095,00005,35
20240801,F095,F095,00005,3
20240923,F095,F095,00002,80
20240904,F095,F095,00002,70
20240905,F095,F095,00003,33
20240919,F095,F095,00003,42
20240902,F095,F095,00004,38
20240904,F095,F095,00004,84
20240907,F095,F095,00005,47
20240901,F095,F095,00005,43
20241017,F095,F095,00002,60
20241006,F095,F095,00002,69
20241010,F095,F095,00003,61
20241030,F095,F095,00003,56
20241031,F095,F095,00004,75
20241021,F095,F095,00004,36
20241015,F095,F095,00005,31
20241030,F095,F095,00005,11
20241129,F095,F095,00002,95
20241129,F095,F095,00002,74
20241114,F095,F095,00003,58
20241119,F095,F095,00003,52
20241112,F095,F095,00004,59
20241120,F095,F095,00004,39
20241106,F095,F095,00005,57
20241117,F095,F095,00005,19
20241219,F095,F095,00002,45
20241205,F095,F095,00002,65
20241205,F095,F095,00003,48
20241220,F095,F095,00003,54
20241217,F095,F095,00004,13
20241223,F095,F095,00004,18
20241202,F095,F095,00005,24
20241213,F095,F095,00005,22
20250104,F095,F095,00002,50
20250106,F095,F095,00002,90
20250123,F095,F095,00003,60
20250118,F095,F095,00003,24
20250130,F095,F095,00004,42
20250113,F095,F095,00004,36
20250113,F095,F095,00005,76
20250131,F095,F095,00005,20
20250202,F095,F095,00002,56
20250208,F095,F095,00002,52
20250203,F095,F095,00003,38
20250207,F095,F095,00003,101
20250212,F095,F095,00004,38
20250228,F095,F095,00004,52
20250228,F095,F095,00005,20
20250315,F095,F095,00002,84
20250317,F095,F095,00002,80
20250319,F095,F095,00003,58
20250301,F095,F095,00003,42
20250325,F095,F095,00004,75
20250330,F095,F095,00004,31
20250318,F095,F095,00005,33
20250322,F095,F095,00005,35
20250402,F095,F095,00002,75
20250429,F095,F095,00002,45
20250421,F095,F095,00003,52
20250410,F095,F095,00003,46
20250401,F095,F095,00004,62
20250410,F095,F095,00004,48
20250421,F095,F095,00005,21
20250510,F095,F095,00002,64
20250528,F095,F095,00002,73
20250514,F095,F095,00003,21
20250505,F095,F095,00003,66
20250526,F095,F095,00004,62
20250509,F095,F095,00004,53
20250517,F095,F095,00005,35
20250523,F095,F095,00005,35
20250614,F095,F095,00002,52
20250608,F095,F095,00002,57
20250613,F095,F095,00003,43
20250611,F095,F095,00003,76
20250608,F095,F095,00004,36
20250619,F095,F095,00004,26
20250604,F095,F095,00005,16
20250619,F095,F095,00005,28
20250723,F095,F095,00002,86
20250723,F095,F095,00002,97
20250719,F095,F095,00003,62
20250719,F095,F095,00003,70
20250707,F095,F095,00004,26
20250719,F095,F095,00004,13
20250714,F095,F095,00005,62
20250710,F095,F095,00005,3
20250814,F095,F095,00002,47
20250811,F095,F095,00002,79
20250825,F095,F095,00003,74
20250818,F095,F095,00003,44
20250831,F095,F095,00004,41
20250812,F095,F095,00004,63
20250802,F095,F095,00005,51
20250814,F095,F095,00005,27
20250928,F095,F095,00002,52
20250912,F095,F095,00002,63
20250901,F095,F095,00003,33
20250924,F095,F095,00003,73
20250918,F095,F095,00004,19
20250923,F095,F095,00004,56
20250915,F095,F095,00005,13
20250904,F095,F095,00005,5
20251014,F095,F095,00002,54
20251022,F095,F095,00002,39
20251025,F095,F095,00003,53
20251023,F095,F095,00003,34
20251019,F095,F095,00004,53
20251022,F095,F095,00004,63
20251029,F095,F095,00005,18
20251007,F095,F095,00005,13
20251103,F095,F095,00002,67
20251109,F095,F095,00002,73
20251123,F095,F095,00003,48
20251121,F095,F095,00003,33
20251120,F095,F095,00004,14
20251123,F095,F095,00004,19
20251120,F095,F095,00005,31
20251231,F095,F095,00002,64
20251208,F095,F095,00002,99
20251203,F095,F095,00003,30
20251220,F095,F095,00003,57
20251213,F095,F095,00004,51
20251211,F095,F095,00004,69
20251221,F095,F095,00005,23
20251206,F095,F095,00005,26
20230413,F096,F096,00002,13
20230407,F096,F096,00002,56
20230414,F096,F096,00003,48
20230401,F096,F096,00003,65
20230404,F096,F096,00004,70
20230428,F096,F096,00004,28
20230426,F096,F096,00005,18
20230403,F096,F096,00005,34
20230521,F096,F096,00002,44
20230530,F096,F096,00002,57
20230528,F096,F096,00003,36
20230501,F096,F096,00003,67
20230522,F096,F096,00004,25
20230514,F096,F096,00004,35
20230507,F096,F096,00005,21
20230530,F096,F096,00005,56
20230623,F096,F096,00002,51
20230625,F096,F096,00002,73
20230617,F096,F096,00003,34
20230617,F096,F096,00003,70
20230625,F096,F096,00004,58
20230619,F096,F096,00004,18
20230620,F096,F096,00005,15
20230619,F096,F096,00005,72
20230727,F096,F096,00002,50
20230714,F096,F096,00002,31
20230731,F096,F096,00003,21
20230708,F096,F096,00003,34
20230702,F096,F096,00004,57
20230721,F096,F096,00004,14
20230708,F096,F096,00005,50
20230703,F096,F096,00005,40
20230815,F096,F096,00002,59
20230830,F096,F096,00002,53
20230810,F096,F096,00003,33
20230803,F096,F096,00003,26
20230827,F096,F096,00004,48
20230814,F096,F096,00004,60
20230828,F096,F096,00005,23
20230823,F096,F096,00005,33
20230903,F096,F096,00002,71
20230913,F096,F096,00002,56
20230928,F096,F096,00003,63
20230919,F096,F096,00003,48
20230905,F096,F096,00004,54
20230906,F096,F096,00004,34
20230907,F096,F096,00005,26
20230929,F096,F096,00005,11
20231026,F096,F096,00002,71
20231017,F096,F096,00002,94
20231023,F096,F096,00003,52
20231006,F096,F096,00003,66
20231013,F096,F096,00004,52
20231009,F096,F096,00004,48
20231011,F096,F096,00005,56
20231010,F096,F096,00005,30
20231128,F096,F096,00002,80
20231118,F096,F096,00002,69
20231118,F096,F096,00003,95
20231113,F096,F096,00003,60
20231101,F096,F096,00004,52
20231114,F096,F096,00004,58
20231118,F096,F096,00005,29
20231218,F096,F096,00002,61
20231218,F096,F096,00002,60
20231202,F096,F096,00003,53
20231212,F096,F096,00003,54
20231208,F096,F096,00004,31
20231225,F096,F096,00004,38
20231209,F096,F096,00005,31
20231209,F096,F096,00005,51
20240123,F096,F096,00002,81
20240109,F096,F096,00002,79
20240123,F096,F096,00003,29
20240109,F096,F096,00003,87
20240121,F096,F096,00004,45
20240107,F096,F096,00004,45
20240106,F096,F096,00005,34
20240117,F096,F096,00005,28
20240206,F096,F096,00002,72
20240201,F096,F096,00002,47
20240227,F096,F096,00003,73
20240219,F096,F096,00003,47
20240225,F096,F096,00004,39
20240212,F096,F096,00004,88
20240229,F096,F096,00005,32
20240224,F096,F096,00005,32
20240329,F096,F096,00002,53
20240310,F096,F096,00002,77
20240306,F096,F096,00003,54
20240304,F096,F096,00003,42
20240319,F096,F096,00004,43
20240327,F096,F096,00004,45
20240319,F096,F096,00005,7
20240313,F096,F096,00005,15
20240421,F096,F096,00002,98
20240429,F096,F096,00002,55
20240429,F096,F096,00003,55
20240405,F096,F096,00003,61
20240419,F096,F096,00004,19
20240405,F096,F096,00004,46
20240412,F096,F096,00005,59
20240412,F096,F096,00005,23
20240511,F096,F096,00002,45
20240511,F096,F096,00002,89
20240521,F096,F096,00003,41
20240524,F096,F096,00003,45
20240514,F096,F096,00004,37
20240503,F096,F096,00004,37
20240529,F096,F096,00005,51
20240514,F096,F096,00005,31
20240603,F096,F096,00002,68
20240622,F096,F096,00002,48
20240630,F096,F096,00003,52
20240626,F096,F096,00003,61
20240622,F096,F096,00004,47
20240613,F096,F096,00004,62
20240607,F096,F096,00005,22
20240630,F096,F096,00005,23
20240722,F096,F096,00002,51
20240723,F096,F096,00002,51
20240708,F096,F096,00003,35
20240716,F096,F096,00003,41
20240714,F096,F096,00004,45
20240709,F096,F096,00004,29
20240718,F096,F096,00005,56
20240725,F096,F096,00005,30
20240813,F096,F096,00002,65
20240811,F096,F096,00002,97
20240817,F096,F096,00003,56
20240815,F096,F096,00003,55
20240816,F096,F096,00004,61
20240806,F096,F096,00004,50
20240819,F096,F096,00005,4
20240818,F096,F096,00005,35
20240927,F096,F096,00002,48
20240915,F096,F096,00002,55
20240927,F096,F096,00003,78
20240904,F096,F096,00003,71
20240922,F096,F096,00004,27
20240925,F096,F096,00004,68
20240919,F096,F096,00005,11
20240901,F096,F096,00005,49
20241011,F096,F096,00002,69
20241010,F096,F096,00002,99
20241028,F096,F096,00003,67
20241027,F096,F096,00003,56
20241014,F096,F096,00004,51
20241017,F096,F096,00004,13
20241007,F096,F096,00005,25
20241024,F096,F096,00005,6
20241111,F096,F096,00002,57
20241118,F096,F096,00002,52
20241114,F096,F096,00003,51
20241107,F096,F096,00003,51
20241129,F096,F096,00004,46
20241107,F096,F096,00004,44
20241124,F096,F096,00005,8
20241127,F096,F096,00005,47
20241205,F096,F096,00002,69
20241206,F096,F096,00002,89
20241219,F096,F096,00003,5
20241212,F096,F096,00003,57
20241211,F096,F096,00004,36
20241218,F096,F096,00004,18
20241222,F096,F096,00005,34
20250105,F096,F096,00002,51
20250109,F096,F096,00002,57
20250129,F096,F096,00003,53
20250131,F096,F096,00003,59
20250107,F096,F096,00004,49
20250102,F096,F096,00004,40
20250114,F096,F096,00005,34
20250225,F096,F096,00002,55
20250210,F096,F096,00002,89
20250212,F096,F096,00003,65
20250209,F096,F096,00003,52
20250226,F096,F096,00004,56
20250228,F096,F096,00004,58
20250206,F096,F096,00005,34
20250213,F096,F096,00005,18
20250331,F096,F096,00002,84
20250308,F096,F096,00002,36
20250323,F096,F096,00003,49
20250330,F096,F096,00003,43
20250331,F096,F096,00004,42
20250313,F096,F096,00004,67
20250305,F096,F096,00005,52
20250311,F096,F096,00005,18
20250425,F096,F096,00002,30
20250423,F096,F096,00002,46
20250425,F096,F096,00003,41
20250419,F096,F096,00003,34
20250402,F096,F096,00004,40
20250427,F096,F096,00004,37
20250409,F096,F096,00005,26
20250408,F096,F096,00005,17
20250502,F096,F096,00002,51
20250524,F096,F096,00002,48
20250531,F096,F096,00003,82
20250517,F096,F096,00003,49
20250515,F096,F096,00004,29
20250501,F096,F096,00004,55
20250512,F096,F096,00005,25
20250501,F096,F096,00005,34
20250605,F096,F096,00002,96
20250622,F096,F096,00002,46
20250605,F096,F096,00003,33
20250608,F096,F096,00003,37
20250613,F096,F096,00004,57
20250619,F096,F096,00004,27
20250626,F096,F096,00005,50
20250622,F096,F096,00005,50
20250721,F096,F096,00002,86
20250706,F096,F096,00002,57
20250701,F096,F096,00003,69
20250724,F096,F096,00003,34
20250722,F096,F096,00004,62
20250723,F096,F096,00004,18
20250705,F096,F096,00005,45
20250715,F096,F096,00005,15
20250807,F096,F096,00002,38
20250828,F096,F096,00002,71
20250803,F096,F096,00003,60
20250827,F096,F096,00003,31
20250802,F096,F096,00004,37
20250812,F096,F096,00004,22
20250810,F096,F096,00005,13
20250814,F096,F096,00005,55
20250918,F096,F096,00002,82
20250926,F096,F096,00002,45
20250909,F096,F096,00003,50
20250901,F096,F096,00003,53
20250914,F096,F096,00004,61
20250904,F096,F096,00004,16
20250929,F096,F096,00005,40
20250910,F096,F096,00005,40
20251021,F096,F096,00002,79
20251010,F096,F096,00002,105
20251023,F096,F096,00003,51
20251028,F096,F096,00003,38
20251012,F096,F096,00004,38
20251030,F096,F096,00004,73
20251002,F096,F096,00005,23
20251028,F096,F096,00005,13
20251112,F096,F096,00002,61
20251130,F096,F096,00002,57
20251130,F096,F096,00003,54
20251101,F096,F096,00003,70
20251106,F096,F096,00004,75
20251110,F096,F096,00004,55
20251123,F096,F096,00005,23
20251128,F096,F096,00005,34
20251204,F096,F096,00002,23
20251226,F096,F096,00002,88
20251203,F096,F096,00003,74
20251218,F096,F096,00003,36
20251201,F096,F096,00004,50
20251230,F096,F096,00004,66
20251228,F096,F096,00005,32
20251213,F096,F096,00005,2
20230419,F097,F097,00002,52
20230426,F097,F097,00003,58
20230405,F097,F097,00004,68
20230403,F097,F097,00005,7
20230503,F097,F097,00002,81
20230526,F097,F097,00003,21
20230517,F097,F097,00004,53
20230531,F097,F097,00005,34
20230630,F097,F097,00002,51
20230604,F097,F097,00003,14
20230614,F097,F097,00004,33
20230606,F097,F097,00005,27
20230718,F097,F097,00002,70
20230717,F097,F097,00003,76
20230711,F097,F097,00004,42
20230708,F097,F097,00005,15
20230815,F097,F097,00002,42
20230817,F097,F097,00003,75
20230826,F097,F097,00004,51
20230828,F097,F097,00005,17
20230904,F097,F097,00002,55
20230928,F097,F097,00003,33
20230906,F097,F097,00004,19
20230922,F097,F097,00005,24
20231003,F097,F097,00002,82
20231030,F097,F097,00003,66
20231029,F097,F097,00004,88
20231006,F097,F097,00005,21
20231108,F097,F097,00002,48
20231104,F097,F097,00003,38
20231127,F097,F097,00004,51
20231110,F097,F097,00005,14
20231218,F097,F097,00002,49
20231226,F097,F097,00003,61
20231206,F097,F097,00004,9
20231213,F097,F097,00005,29
20240128,F097,F097,00002,61
20240103,F097,F097,00003,73
20240124,F097,F097,00004,89
20240119,F097,F097,00005,50
20240213,F097,F097,00002,66
20240204,F097,F097,00003,56
20240212,F097,F097,00004,47
20240219,F097,F097,00005,30
20240320,F097,F097,00002,77
20240303,F097,F097,00003,49
20240331,F097,F097,00004,37
20240409,F097,F097,00002,80
20240401,F097,F097,00003,37
20240414,F097,F097,00004,34
20240401,F097,F097,00005,30
20240516,F097,F097,00002,83
20240516,F097,F097,00003,68
20240518,F097,F097,00004,79
20240513,F097,F097,00005,27
20240625,F097,F097,00002,87
20240621,F097,F097,00003,69
20240627,F097,F097,00004,44
20240627,F097,F097,00005,1
20240718,F097,F097,00002,100
20240722,F097,F097,00003,66
20240725,F097,F097,00004,32
20240715,F097,F097,00005,32
20240809,F097,F097,00002,42
20240810,F097,F097,00003,44
20240820,F097,F097,00004,48
20240918,F097,F097,00002,15
20240902,F097,F097,00003,48
20240918,F097,F097,00004,31
20241030,F097,F097,00002,83
20241019,F097,F097,00003,59
20241019,F097,F097,00004,55
20241108,F097,F097,00002,36
20241118,F097,F097,00003,38
20241114,F097,F097,00004,48
20241107,F097,F097,00005,42
20241213,F097,F097,00002,34
20241219,F097,F097,00003,55
20241201,F097,F097,00004,62
20241230,F097,F097,00005,36
20250114,F097,F097,00002,56
20250126,F097,F097,00003,28
20250108,F097,F097,00004,18
20250121,F097,F097,00005,18
20250210,F097,F097,00002,67
20250228,F097,F097,00003,80
20250207,F097,F097,00004,55
20250207,F097,F097,00005,39
20250309,F097,F097,00002,90
20250307,F097,F097,00003,51
20250301,F097,F097,00004,1
20250324,F097,F097,00005,34
20250420,F097,F097,00002,48
20250418,F097,F097,00003,82
20250418,F097,F097,00004,56
20250417,F097,F097,00005,64
20250507,F097,F097,00002,100
20250507,F097,F097,00003,40
20250507,F097,F097,00004,51
20250615,F097,F097,00002,54
20250604,F097,F097,00003,55
20250620,F097,F097,00004,47
20250619,F097,F097,00005,15
20250717,F097,F097,00002,52
20250726,F097,F097,00003,66
20250707,F097,F097,00004,31
20250727,F097,F097,00005,25
20250826,F097,F097,00002,62
20250811,F097,F097,00003,31
20250817,F097,F097,00004,19
20250818,F097,F097,00005,24
20250924,F097,F097,00002,71
20250923,F097,F097,00003,60
20250914,F097,F097,00004,56
20250901,F097,F097,00005,27
20251028,F097,F097,00002,52
20251031,F097,F097,00003,46
20251028,F097,F097,00004,38
20251006,F097,F097,00005,43
20251117,F097,F097,00002,107
20251128,F097,F097,00003,20
20251123,F097,F097,00004,57
20251217,F097,F097,00002,99
20251225,F097,F097,00003,81
20251219,F097,F097,00004,38
20251217,F097,F097,00005,26
20230421,F098,F098,00002,64
20230410,F098,F098,00003,57
20230409,F098,F098,00004,39
20230420,F098,F098,00005,11
20230518,F098,F098,00002,48
20230530,F098,F098,00003,38
20230531,F098,F098,00004,75
20230522,F098,F098,00005,79
20230611,F098,F098,00002,61
20230613,F098,F098,00003,30
20230620,F098,F098,00004,25
20230612,F098,F098,00005,39
20230707,F098,F098,00002,40
20230703,F098,F098,00003,54
20230718,F098,F098,00004,59
20230717,F098,F098,00005,15
20230810,F098,F098,00002,58
20230818,F098,F098,00003,54
20230811,F098,F098,00004,29
20230811,F098,F098,00005,41
20230912,F098,F098,00002,64
20230928,F098,F098,00003,66
20230925,F098,F098,00004,27
20230902,F098,F098,00005,26
20231030,F098,F098,00002,87
20231020,F098,F098,00003,69
20231019,F098,F098,00004,48
20231009,F098,F098,00005,36
20231107,F098,F098,00002,62
20231111,F098,F098,00003,71
20231121,F098,F098,00004,32
20231120,F098,F098,00005,35
20231209,F098,F098,00002,58
20231202,F098,F098,00003,34
20231218,F098,F098,00004,36
20231224,F098,F098,00005,51
20240112,F098,F098,00002,76
20240123,F098,F098,00003,46
20240127,F098,F098,00004,45
20240102,F098,F098,00005,52
20240229,F098,F098,00002,59
20240205,F098,F098,00003,57
20240211,F098,F098,00004,38
20240228,F098,F098,00005,20
20240301,F098,F098,00002,62
20240311,F098,F098,00003,35
20240305,F098,F098,00004,65
20240302,F098,F098,00005,35
20240401,F098,F098,00002,87
20240416,F098,F098,00003,88
20240421,F098,F098,00004,30
20240407,F098,F098,00005,29
20240524,F098,F098,00002,53
20240522,F098,F098,00003,52
20240515,F098,F098,00004,47
20240522,F098,F098,00005,78
20240618,F098,F098,00002,97
20240625,F098,F098,00003,87
20240618,F098,F098,00004,56
20240613,F098,F098,00005,31
20240722,F098,F098,00002,41
20240708,F098,F098,00003,48
20240714,F098,F098,00004,41
20240731,F098,F098,00005,37
20240812,F098,F098,00002,31
20240826,F098,F098,00003,41
20240815,F098,F098,00004,25
20240816,F098,F098,00005,27
20240904,F098,F098,00002,58
20240916,F098,F098,00003,56
20240906,F098,F098,00004,25
20240904,F098,F098,00005,37
20241014,F098,F098,00002,57
20241007,F098,F098,00003,53
20241010,F098,F098,00004,42
20241011,F098,F098,00005,33
20241121,F098,F098,00002,73
20241115,F098,F098,00003,62
20241128,F098,F098,00004,42
20241103,F098,F098,00005,15
20241214,F098,F098,00002,52
20241213,F098,F098,00003,93
20241203,F098,F098,00004,26
20241223,F098,F098,00005,18
20250115,F098,F098,00002,67
20250116,F098,F098,00003,93
20250104,F098,F098,00004,37
20250102,F098,F098,00005,37
20250225,F098,F098,00002,60
20250204,F098,F098,00003,38
20250206,F098,F098,00004,88
20250212,F098,F098,00005,22
20250310,F098,F098,00002,67
20250308,F098,F098,00003,59
20250303,F098,F098,00004,59
20250307,F098,F098,00005,59
20250405,F098,F098,00002,79
20250411,F098,F098,00003,65
20250426,F098,F098,00004,44
20250414,F098,F098,00005,33
20250514,F098,F098,00002,80
20250504,F098,F098,00003,82
20250516,F098,F098,00004,39
20250522,F098,F098,00005,15
20250624,F098,F098,00002,52
20250625,F098,F098,00003,46
20250612,F098,F098,00004,48
20250606,F098,F098,00005,49
20250725,F098,F098,00002,38
20250713,F098,F098,00003,65
20250714,F098,F098,00004,27
20250721,F098,F098,00005,41
20250827,F098,F098,00002,76
20250831,F098,F098,00003,23
20250828,F098,F098,00004,54
20250828,F098,F098,00005,39
20250930,F098,F098,00002,82
20250906,F098,F098,00003,86
20250919,F098,F098,00004,70
20250910,F098,F098,00005,18
20251003,F098,F098,00002,40
20251016,F098,F098,00003,52
20251006,F098,F098,00004,10
20251031,F098,F098,00005,6
20251108,F098,F098,00002,61
20251115,F098,F098,00003,56
20251114,F098,F098,00004,28
20251128,F098,F098,00005,59
20251220,F098,F098,00002,76
20251227,F098,F098,00003,53
20251217,F098,F098,00004,43
20251212,F098,F098,00005,26
20230411,F099,F099,00002,66
20230402,F099,F099,00003,56
20230411,F099,F099,00004,49
20230414,F099,F099,00005,21
20230521,F099,F099,00002,57
20230529,F099,F099,00003,70
20230511,F099,F099,00004,37
20230609,F099,F099,00002,74
20230624,F099,F099,00003,62
20230627,F099,F099,00004,38
20230619,F099,F099,00005,36
20230707,F099,F099,00002,75
20230701,F099,F099,00003,64
20230715,F099,F099,00004,57
20230707,F099,F099,00005,8
20230826,F099,F099,00002,56
20230823,F099,F099,00003,50
20230825,F099,F099,00004,8
20230823,F099,F099,00005,43
20230928,F099,F099,00002,85
20230920,F099,F099,00003,79
20230926,F099,F099,00004,61
20230925,F099,F099,00005,15
20231014,F099,F099,00002,95
20231028,F099,F099,00003,73
20231014,F099,F099,00004,33
20231001,F099,F099,00005,25
20231129,F099,F099,00002,66
20231101,F099,F099,00003,57
20231106,F099,F099,00004,56
20231123,F099,F099,00005,16
20231205,F099,F099,00002,76
20231218,F099,F099,00003,52
20231224,F099,F099,00004,55
20231203,F099,F099,00005,56
20240114,F099,F099,00002,62
20240125,F099,F099,00003,39
20240119,F099,F099,00004,53
20240129,F099,F099,00005,35
20240201,F099,F099,00002,81
20240209,F099,F099,00003,61
20240204,F099,F099,00004,49
20240217,F099,F099,00005,62
20240301,F099,F099,00002,77
20240306,F099,F099,00003,38
20240327,F099,F099,00004,43
20240331,F099,F099,00005,9
20240423,F099,F099,00002,66
20240404,F099,F099,00003,51
20240428,F099,F099,00004,51
20240410,F099,F099,00005,28
20240509,F099,F099,00002,79
20240512,F099,F099,00003,49
20240505,F099,F099,00004,43
20240522,F099,F099,00005,15
20240605,F099,F099,00002,67
20240624,F099,F099,00003,54
20240630,F099,F099,00004,32
20240614,F099,F099,00005,54
20240711,F099,F099,00002,68
20240718,F099,F099,00003,68
20240726,F099,F099,00004,63
20240707,F099,F099,00005,19
20240822,F099,F099,00002,64
20240805,F099,F099,00003,73
20240819,F099,F099,00004,16
20240822,F099,F099,00005,24
20240925,F099,F099,00002,36
20240922,F099,F099,00003,52
20240917,F099,F099,00004,34
20240908,F099,F099,00005,21
20241009,F099,F099,00002,26
20241030,F099,F099,00003,66
20241011,F099,F099,00004,75
20241030,F099,F099,00005,10
20241115,F099,F099,00002,51
20241105,F099,F099,00003,77
20241110,F099,F099,00004,50
20241102,F099,F099,00005,14
20241205,F099,F099,00002,89
20241202,F099,F099,00003,59
20241227,F099,F099,00004,72
20241223,F099,F099,00005,20
20250130,F099,F099,00002,88
20250130,F099,F099,00003,69
20250115,F099,F099,00004,40
20250110,F099,F099,00005,25
20250208,F099,F099,00002,89
20250209,F099,F099,00003,46
20250221,F099,F099,00004,11
20250211,F099,F099,00005,41
20250327,F099,F099,00002,68
20250330,F099,F099,00003,51
20250323,F099,F099,00004,39
20250303,F099,F099,00005,6
20250416,F099,F099,00002,66
20250422,F099,F099,00003,25
20250426,F099,F099,00004,55
20250410,F099,F099,00005,45
20250515,F099,F099,00002,121
20250510,F099,F099,00003,62
20250526,F099,F099,00004,56
20250508,F099,F099,00005,3
20250603,F099,F099,00002,71
20250616,F099,F099,00003,64
20250627,F099,F099,00004,29
20250610,F099,F099,00005,46
20250711,F099,F099,00002,71
20250717,F099,F099,00003,65
20250708,F099,F099,00004,49
20250706,F099,F099,00005,10
20250801,F099,F099,00002,81
20250806,F099,F099,00003,33
20250821,F099,F099,00004,81
20250815,F099,F099,00005,33
20250922,F099,F099,00002,76
20250923,F099,F099,00003,78
20250928,F099,F099,00004,37
20250915,F099,F099,00005,53
20251020,F099,F099,00002,30
20251008,F099,F099,00003,32
20251026,F099,F099,00004,41
20251005,F099,F099,00005,9
20251117,F099,F099,00002,91
20251124,F099,F099,00003,65
20251110,F099,F099,00004,60
20251109,F099,F099,00005,35
20251222,F099,F099,00002,58
20251225,F099,F099,00003,47
20251210,F099,F099,00004,56
20251214,F099,F099,00005,61
20230402,F100,F100,00002,40
20230423,F100,F100,00002,97
20230429,F100,F100,00003,57
20230410,F100,F100,00003,50
20230423,F100,F100,00004,37
20230420,F100,F100,00004,36
20230401,F100,F100,00005,37
20230409,F100,F100,00005,24
20230515,F100,F100,00002,41
20230524,F100,F100,00002,74
20230528,F100,F100,00003,76
20230507,F100,F100,00003,66
20230527,F100,F100,00004,31
20230531,F100,F100,00004,32
20230527,F100,F100,00005,16
20230516,F100,F100,00005,16
20230624,F100,F100,00002,39
